Group,Chunk Index,Chunk Text,User Story,Coverage,Score,Similarity
D,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a Travel Agent, I want to manage the payments for the services offered by the agency and organize the services contracted by clients along with the generated documentation, such as reservations, receipts, and vouchers, so I can have full financial control of the agency in an organized and systematic way.",Fully covered,1,0.8099725842475891
D,10,- Manage payments and travel-related documentation,"As a Travel Agent, I want to manage the payments for the services offered by the agency and organize the services contracted by clients along with the generated documentation, such as reservations, receipts, and vouchers, so I can have full financial control of the agency in an organized and systematic way.",Fully covered,1,0.6752537488937378
D,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to manage the payments for the services offered by the agency and organize the services contracted by clients along with the generated documentation, such as reservations, receipts, and vouchers, so I can have full financial control of the agency in an organized and systematic way.",Partially covered,1,0.6441535949707031
D,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to manage the payments for the services offered by the agency and organize the services contracted by clients along with the generated documentation, such as reservations, receipts, and vouchers, so I can have full financial control of the agency in an organized and systematic way.",Not covered,0,0.620815098285675
D,2,"Offering a wide range of services, including the sale of airline, land, and river tickets, hotel reservations, and city tour organization, the agency is looking to implement a management system to optimize its operations and improve customer service","As a Travel Agent, I want to manage the payments for the services offered by the agency and organize the services contracted by clients along with the generated documentation, such as reservations, receipts, and vouchers, so I can have full financial control of the agency in an organized and systematic way.",Partially covered,1,0.6104745864868164
D,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a Travel Agent, I want to register new clients in the system, so I can enable the sale of travel packages to the client.",Partially covered,1,0.7023078799247742
D,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a Travel Agent, I want to register new clients in the system, so I can enable the sale of travel packages to the client.",Partially covered,1,0.7012475728988647
D,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a Travel Agent, I want to register new clients in the system, so I can enable the sale of travel packages to the client.",Not covered,0,0.571694552898407
D,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to register new clients in the system, so I can enable the sale of travel packages to the client.",Partially covered,1,0.5471926927566528
D,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to register new clients in the system, so I can enable the sale of travel packages to the client.",Not covered,0,0.5232291221618652
D,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a Travel Agent, I want to search for travel options based on departure location, destination, travel date, type of transportation, number of people, and available budget, so I can offer the best tour packages based on the client's preferences.",Fully covered,1,0.8724883794784546
D,6,- Search for and suggest travel options based on the client's preferences and budget,"As a Travel Agent, I want to search for travel options based on departure location, destination, travel date, type of transportation, number of people, and available budget, so I can offer the best tour packages based on the client's preferences.",Fully covered,1,0.8060967326164246
D,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Travel Agent, I want to search for travel options based on departure location, destination, travel date, type of transportation, number of people, and available budget, so I can offer the best tour packages based on the client's preferences.",Not covered,0,0.7577085494995117
D,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Travel Agent, I want to search for travel options based on departure location, destination, travel date, type of transportation, number of people, and available budget, so I can offer the best tour packages based on the client's preferences.",Not covered,0,0.6956937313079834
D,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a Travel Agent, I want to search for travel options based on departure location, destination, travel date, type of transportation, number of people, and available budget, so I can offer the best tour packages based on the client's preferences.",Not covered,0,0.5800051689147949
D,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a customer, I want to access my travel voucher, so I can access the information about my trip.",Partially covered,1,0.7120381593704224
D,14,- View itineraries and travel vouchers,"As a customer, I want to access my travel voucher, so I can access the information about my trip.",Partially covered,1,0.651557207107544
D,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to access my travel voucher, so I can access the information about my trip.",Not covered,0,0.49902409315109253
D,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a customer, I want to access my travel voucher, so I can access the information about my trip.",Not covered,0,0.4780648648738861
D,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a customer, I want to access my travel voucher, so I can access the information about my trip.",Not covered,0,0.46644872426986694
D,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a customer, I want to add credit or debit cards, so I can complete my purchases.",Not covered,0,0.34454646706581116
D,10,- Manage payments and travel-related documentation,"As a customer, I want to add credit or debit cards, so I can complete my purchases.",Not covered,0,0.3207624852657318
D,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a customer, I want to add credit or debit cards, so I can complete my purchases.",Not covered,0,0.28998544812202454
D,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to add credit or debit cards, so I can complete my purchases.",Not covered,0,0.2672472596168518
D,8,"- Make hotel reservations, including room selection and dates","As a customer, I want to add credit or debit cards, so I can complete my purchases.",Not covered,0,0.24523501098155975
D,15,- Communicate with travel agents to ask questions or request modifications,"As a customer, I want to be able to contact the travel agency, so I can ask questions or receive guidance throughout the travel process.",Fully covered,1,0.6659975647926331
D,1,The agency is known for its experienced team and commitment to providing unforgettable travel experiences for its clients,"As a customer, I want to be able to contact the travel agency, so I can ask questions or receive guidance throughout the travel process.",Not covered,0,0.5786511301994324
D,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a customer, I want to be able to contact the travel agency, so I can ask questions or receive guidance throughout the travel process.",Fully covered,1,0.568187952041626
D,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a customer, I want to be able to contact the travel agency, so I can ask questions or receive guidance throughout the travel process.",Not covered,0,0.5663789510726929
D,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a customer, I want to be able to contact the travel agency, so I can ask questions or receive guidance throughout the travel process.",Not covered,0,0.5436274409294128
D,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a customer, I want to buy tickets, make hotel reservations, and book tourist activities, so I can have an unforgettable travel experience.",Not covered,0,0.7322618365287781
D,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a customer, I want to buy tickets, make hotel reservations, and book tourist activities, so I can have an unforgettable travel experience.",Fully covered,1,0.7044640779495239
D,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a customer, I want to buy tickets, make hotel reservations, and book tourist activities, so I can have an unforgettable travel experience.",Partially covered,1,0.6318710446357727
D,8,"- Make hotel reservations, including room selection and dates","As a customer, I want to buy tickets, make hotel reservations, and book tourist activities, so I can have an unforgettable travel experience.",Partially covered,1,0.6217235326766968
D,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a customer, I want to buy tickets, make hotel reservations, and book tourist activities, so I can have an unforgettable travel experience.",Not covered,0,0.6162734627723694
D,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a customer, I want to search for travel packages, flights, hotels, and tourist activities, so I can choose the best option.",Fully covered,1,0.7630059123039246
D,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a customer, I want to search for travel packages, flights, hotels, and tourist activities, so I can choose the best option.",Not covered,0,0.687030553817749
D,6,- Search for and suggest travel options based on the client's preferences and budget,"As a customer, I want to search for travel packages, flights, hotels, and tourist activities, so I can choose the best option.",Not covered,0,0.6656665802001953
D,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to search for travel packages, flights, hotels, and tourist activities, so I can choose the best option.",Partially covered,1,0.607130229473114
D,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a customer, I want to search for travel packages, flights, hotels, and tourist activities, so I can choose the best option.",Partially covered,1,0.6051204204559326
E,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a client, I need to communicate with travel agents to ask questions, request changes to my bookings, and receive assistance throughout the planning and travel process.",Fully covered,1,0.8353738784790039
E,15,- Communicate with travel agents to ask questions or request modifications,"As a client, I need to communicate with travel agents to ask questions, request changes to my bookings, and receive assistance throughout the planning and travel process.",Fully covered,1,0.8335049152374268
E,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a client, I need to communicate with travel agents to ask questions, request changes to my bookings, and receive assistance throughout the planning and travel process.",Not covered,0,0.7234891057014465
E,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a client, I need to communicate with travel agents to ask questions, request changes to my bookings, and receive assistance throughout the planning and travel process.",Not covered,0,0.7197652459144592
E,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a client, I need to communicate with travel agents to ask questions, request changes to my bookings, and receive assistance throughout the planning and travel process.",Not covered,0,0.6678835153579712
E,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a client, I need to search for travel options, request quotes, and make reservations directly through the system to plan my trip in a convenient and efficient manner.",Fully covered,1,0.8882759213447571
E,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a client, I need to search for travel options, request quotes, and make reservations directly through the system to plan my trip in a convenient and efficient manner.",Partially covered,1,0.6970140337944031
E,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a client, I need to search for travel options, request quotes, and make reservations directly through the system to plan my trip in a convenient and efficient manner.",Not covered,0,0.6752824783325195
E,6,- Search for and suggest travel options based on the client's preferences and budget,"As a client, I need to search for travel options, request quotes, and make reservations directly through the system to plan my trip in a convenient and efficient manner.",Not covered,0,0.6716829538345337
E,12,- Request quotes and make reservations,"As a client, I need to search for travel options, request quotes, and make reservations directly through the system to plan my trip in a convenient and efficient manner.",Fully covered,1,0.6410079002380371
E,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a client, I need to view my travel itineraries and access travel vouchers to ensure I have all the necessary details for my trip.",Fully covered,1,0.8448064923286438
E,14,- View itineraries and travel vouchers,"As a client, I need to view my travel itineraries and access travel vouchers to ensure I have all the necessary details for my trip.",Fully covered,1,0.8097673058509827
E,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a client, I need to view my travel itineraries and access travel vouchers to ensure I have all the necessary details for my trip.",Not covered,0,0.5963125228881836
E,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a client, I need to view my travel itineraries and access travel vouchers to ensure I have all the necessary details for my trip.",Not covered,0,0.5815750956535339
E,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a client, I need to view my travel itineraries and access travel vouchers to ensure I have all the necessary details for my trip.",Not covered,0,0.5444811582565308
E,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I need to issue tickets, make hotel reservations, and organize tour packages as requested by clients to ensure that all their travel needs are met efficiently.",Fully covered,1,0.7957099676132202
E,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a travel agent, I need to issue tickets, make hotel reservations, and organize tour packages as requested by clients to ensure that all their travel needs are met efficiently.",Partially covered,1,0.79042649269104
E,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a travel agent, I need to issue tickets, make hotel reservations, and organize tour packages as requested by clients to ensure that all their travel needs are met efficiently.",Not covered,0,0.6825164556503296
E,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a travel agent, I need to issue tickets, make hotel reservations, and organize tour packages as requested by clients to ensure that all their travel needs are met efficiently.",Not covered,0,0.6722161769866943
E,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a travel agent, I need to issue tickets, make hotel reservations, and organize tour packages as requested by clients to ensure that all their travel needs are met efficiently.",Not covered,0,0.6704165935516357
E,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a travel agent, I need to manage payments and the necessary documentation for each booking, such as receipts, vouchers, and itineraries, to ensure that clients receive all important documents and payments are processed correctly.",Fully covered,1,0.8897190690040588
E,10,- Manage payments and travel-related documentation,"As a travel agent, I need to manage payments and the necessary documentation for each booking, such as receipts, vouchers, and itineraries, to ensure that clients receive all important documents and payments are processed correctly.",Fully covered,1,0.7646821737289429
E,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I need to manage payments and the necessary documentation for each booking, such as receipts, vouchers, and itineraries, to ensure that clients receive all important documents and payments are processed correctly.",Partially covered,1,0.6101356744766235
E,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a travel agent, I need to manage payments and the necessary documentation for each booking, such as receipts, vouchers, and itineraries, to ensure that clients receive all important documents and payments are processed correctly.",Not covered,0,0.5828725099563599
E,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a travel agent, I need to manage payments and the necessary documentation for each booking, such as receipts, vouchers, and itineraries, to ensure that clients receive all important documents and payments are processed correctly.",Not covered,0,0.5597518086433411
E,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a travel agent, I need to register new clients and maintain their information, such as personal details, travel preferences, and booking history, in order to better serve the clients' interests.",Fully covered,1,0.8223215341567993
E,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a travel agent, I need to register new clients and maintain their information, such as personal details, travel preferences, and booking history, in order to better serve the clients' interests.",Fully covered,1,0.7977153062820435
E,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I need to register new clients and maintain their information, such as personal details, travel preferences, and booking history, in order to better serve the clients' interests.",Partially covered,1,0.6120548248291016
E,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a travel agent, I need to register new clients and maintain their information, such as personal details, travel preferences, and booking history, in order to better serve the clients' interests.",Not covered,0,0.5960609316825867
E,15,- Communicate with travel agents to ask questions or request modifications,"As a travel agent, I need to register new clients and maintain their information, such as personal details, travel preferences, and booking history, in order to better serve the clients' interests.",Not covered,0,0.5624284744262695
E,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a travel agent, I need to search in a field with filters that use criteria such as destination, dates, type of travel, and transportation to suggest travel options based on the client's budget and preferences.",Fully covered,1,0.7644335031509399
E,6,- Search for and suggest travel options based on the client's preferences and budget,"As a travel agent, I need to search in a field with filters that use criteria such as destination, dates, type of travel, and transportation to suggest travel options based on the client's budget and preferences.",Fully covered,1,0.6521853804588318
E,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a travel agent, I need to search in a field with filters that use criteria such as destination, dates, type of travel, and transportation to suggest travel options based on the client's budget and preferences.",Not covered,0,0.5980934500694275
E,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a travel agent, I need to search in a field with filters that use criteria such as destination, dates, type of travel, and transportation to suggest travel options based on the client's budget and preferences.",Not covered,0,0.5853148698806763
E,14,- View itineraries and travel vouchers,"As a travel agent, I need to search in a field with filters that use criteria such as destination, dates, type of travel, and transportation to suggest travel options based on the client's budget and preferences.",Not covered,0,0.48417040705680847
F,15,- Communicate with travel agents to ask questions or request modifications,"As a customer, I want to communicate with travel agents so that I can ask questions, request changes, and receive assistance during the planning of my trip.",Fully covered,1,0.8578704595565796
F,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a customer, I want to communicate with travel agents so that I can ask questions, request changes, and receive assistance during the planning of my trip.",Fully covered,1,0.7895736694335938
F,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a customer, I want to communicate with travel agents so that I can ask questions, request changes, and receive assistance during the planning of my trip.",Not covered,0,0.6847981214523315
F,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a customer, I want to communicate with travel agents so that I can ask questions, request changes, and receive assistance during the planning of my trip.",Not covered,0,0.6769829988479614
F,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a customer, I want to communicate with travel agents so that I can ask questions, request changes, and receive assistance during the planning of my trip.",Not covered,0,0.5785248279571533
F,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a customer, I want to research travel options and make bookings directly so that I can plan my trip conveniently and quickly.",Partially covered,1,0.7229470610618591
F,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to research travel options and make bookings directly so that I can plan my trip conveniently and quickly.",Partially covered,1,0.7023126482963562
F,6,- Search for and suggest travel options based on the client's preferences and budget,"As a customer, I want to research travel options and make bookings directly so that I can plan my trip conveniently and quickly.",Not covered,0,0.6803238391876221
F,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a customer, I want to research travel options and make bookings directly so that I can plan my trip conveniently and quickly.",Not covered,0,0.6623541116714478
F,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a customer, I want to research travel options and make bookings directly so that I can plan my trip conveniently and quickly.",Not covered,0,0.6015651226043701
F,14,- View itineraries and travel vouchers,"As a customer, I want to view my itineraries and travel vouchers so that I can access all the necessary information for my trip.",Fully covered,1,0.8171172142028809
F,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a customer, I want to view my itineraries and travel vouchers so that I can access all the necessary information for my trip.",Fully covered,1,0.792698085308075
F,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to view my itineraries and travel vouchers so that I can access all the necessary information for my trip.",Not covered,0,0.5384358763694763
F,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a customer, I want to view my itineraries and travel vouchers so that I can access all the necessary information for my trip.",Not covered,0,0.528489351272583
F,6,- Search for and suggest travel options based on the client's preferences and budget,"As a customer, I want to view my itineraries and travel vouchers so that I can access all the necessary information for my trip.",Not covered,0,0.47114431858062744
F,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I want to issue tickets, book hotels, and organize tours so that the client can have a complete and worry-free travel experience.",Partially covered,1,0.7689113020896912
F,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a travel agent, I want to issue tickets, book hotels, and organize tours so that the client can have a complete and worry-free travel experience.",Partially covered,1,0.7402193546295166
F,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a travel agent, I want to issue tickets, book hotels, and organize tours so that the client can have a complete and worry-free travel experience.",Not covered,0,0.7063959836959839
F,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a travel agent, I want to issue tickets, book hotels, and organize tours so that the client can have a complete and worry-free travel experience.",Not covered,0,0.6819958090782166
F,1,The agency is known for its experienced team and commitment to providing unforgettable travel experiences for its clients,"As a travel agent, I want to issue tickets, book hotels, and organize tours so that the client can have a complete and worry-free travel experience.",Not covered,0,0.6699128150939941
F,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a travel agent, I want to manage payments and related documentation so that all transactions and bookings are properly recorded and accessible.",Partially covered,1,0.8513060808181763
F,10,- Manage payments and travel-related documentation,"As a travel agent, I want to manage payments and related documentation so that all transactions and bookings are properly recorded and accessible.",Fully covered,1,0.7641142010688782
F,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I want to manage payments and related documentation so that all transactions and bookings are properly recorded and accessible.",Partially covered,1,0.5300851464271545
F,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a travel agent, I want to manage payments and related documentation so that all transactions and bookings are properly recorded and accessible.",Not covered,0,0.5023335218429565
F,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a travel agent, I want to manage payments and related documentation so that all transactions and bookings are properly recorded and accessible.",Not covered,0,0.4953458905220032
F,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a travel agent, I want to register new clients and keep their information up to date so that we can provide personalized and efficient service.",Fully covered,1,0.8007215261459351
F,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a travel agent, I want to register new clients and keep their information up to date so that we can provide personalized and efficient service.",Partially covered,1,0.7790392637252808
F,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a travel agent, I want to register new clients and keep their information up to date so that we can provide personalized and efficient service.",Not covered,0,0.5728477239608765
F,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I want to register new clients and keep their information up to date so that we can provide personalized and efficient service.",Partially covered,1,0.5621271133422852
F,15,- Communicate with travel agents to ask questions or request modifications,"As a travel agent, I want to register new clients and keep their information up to date so that we can provide personalized and efficient service.",Not covered,0,0.553418755531311
F,6,- Search for and suggest travel options based on the client's preferences and budget,"As a travel agent, I want to research and suggest travel options based on the client's preferences and budget so that I can offer the best available options.",Fully covered,1,0.9028056859970093
F,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a travel agent, I want to research and suggest travel options based on the client's preferences and budget so that I can offer the best available options.",Partially covered,1,0.8828103542327881
F,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a travel agent, I want to research and suggest travel options based on the client's preferences and budget so that I can offer the best available options.",Not covered,0,0.7171095609664917
F,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a travel agent, I want to research and suggest travel options based on the client's preferences and budget so that I can offer the best available options.",Not covered,0,0.6224010586738586
F,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a travel agent, I want to research and suggest travel options based on the client's preferences and budget so that I can offer the best available options.",Not covered,0,0.5769796371459961
G,15,- Communicate with travel agents to ask questions or request modifications,"As a customer, I want to be able to communicate with the travel agent in order to ask questions or request changes to my trip.",Fully covered,1,0.8550035953521729
G,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a customer, I want to be able to communicate with the travel agent in order to ask questions or request changes to my trip.",Fully covered,1,0.77812659740448
G,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a customer, I want to be able to communicate with the travel agent in order to ask questions or request changes to my trip.",Not covered,0,0.6697191596031189
G,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a customer, I want to be able to communicate with the travel agent in order to ask questions or request changes to my trip.",Not covered,0,0.6394094824790955
G,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a customer, I want to be able to communicate with the travel agent in order to ask questions or request changes to my trip.",Not covered,0,0.6290279626846313
G,12,- Request quotes and make reservations,"As a customer, I want to be able to make reservations and request quotes in order to plan my trips.",Fully covered,1,0.804821252822876
G,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to be able to make reservations and request quotes in order to plan my trips.",Partially covered,1,0.7175452709197998
G,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a customer, I want to be able to make reservations and request quotes in order to plan my trips.",Not covered,0,0.558570384979248
G,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a customer, I want to be able to make reservations and request quotes in order to plan my trips.",Not covered,0,0.5373049974441528
G,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a customer, I want to be able to make reservations and request quotes in order to plan my trips.",Not covered,0,0.5308728814125061
G,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a customer, I want to be able to pay for the services booked through the website in order to expedite the payments.",Partially covered,1,0.4775632321834564
G,13,- Pay for contracted services,"As a customer, I want to be able to pay for the services booked through the website in order to expedite the payments.",Fully covered,1,0.46186286211013794
G,10,- Manage payments and travel-related documentation,"As a customer, I want to be able to pay for the services booked through the website in order to expedite the payments.",Partially covered,1,0.42848896980285645
G,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a customer, I want to be able to pay for the services booked through the website in order to expedite the payments.",Not covered,0,0.3689079284667969
G,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a customer, I want to be able to pay for the services booked through the website in order to expedite the payments.",Not covered,0,0.3491356372833252
G,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a customer, I want to be able to research travel options, including flights, hotels, and tours, in order to enjoy life.",Fully covered,1,0.7678024768829346
