,Unnamed: 0,chunk_id,User Story,Chunk Text,Unnamed: 4,Score
1190,3262,88,"As a team manager, I want to be able to access the system from a desktop, so that I make fewer mistakes when managing my assets.","Spk 2: Okay. And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay. Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?
Spk 1: Um
Spk 2: legal data, anything. I'm just trying to eliminate, demarcate what inside and what is outside",,0
1191,2522,68,"As a team manager, I want to be able to access the system from a desktop, so that I make fewer mistakes when managing my assets.","Spk 1: I would I want to say the same system, but it may have different interfaces. Okay. Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.
Spk 0: Okay, Okay.
Spk 2: Uh We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game. It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.",,0
1193,931,25,"As a team manager, I want to be able to access the system from a desktop, so that I make fewer mistakes when managing my assets.","Spk 1: Again, for the team, the entire resources of that. It's managed, for example the play the coaches uh statue the budget transaction, everything it can do whatever it likes. It it's open for the team so we can query and many of its own calculation. I'm not expecting that the city will support any kind of queries or allow. But the system will allow the team manager, the team administration to uh look into this data and then reform its analysis offline.
Spk 2: Okay. And the budgeting and the money. Our financial data is available to everybody inside IFA Or the finance department
Spk 1: Just the team. Each team separately.",,0
1194,3410,92,"As a team manager, I want to be able to access the system from a desktop, so that I make fewer mistakes when managing my assets.","Spk 2: Okay so should it be like uh your in house IT Team or technical team should decide what goes inside and what goes into the cloud. You have something like this in mind? I mean do we need to have that flexible or is it a question for later?
Spk 1: Yeah I think it should be uh we should have we should define it as uh initiative to discuss. So the the notion of where the data center for which label things like that uh should be allocated whether we have uh how do we actually distribute the data? Okay. Uh This is an important issue. In terms of uh security, the data is basically open for everyone except for the the budget. So maybe the budget data should be encrypted in some way to avoid leakage.
Spk 2: Okay. Okay. Uh huh. One last thing, the one last player, we didn't talk about the players themselves. They have any access other than the acces that the fans had because they",,0
1320,1247,33,"As a team manager, I want to be able to assign roles and system privileges to different members on my team, so that I can delegate tasks and save time.","Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.
Spk 2: Okay,
Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.",,0
1321,4133,111,"As a team manager, I want to be able to assign roles and system privileges to different members on my team, so that I can delegate tasks and save time.","Spk 1: you're right there's only within the administration is only one role.
Spk 0: Okay. So so if we if we have to list out the major stakeholders we will say that it's the it's the IFA admin the team uh team heads the players and the fans and the referees,
Spk 1: Yeah. And the players so we can manage. Yeah. Okay.",,0
1322,3134,84,"As a team manager, I want to be able to assign roles and system privileges to different members on my team, so that I can delegate tasks and save time.","Spk 2: from the side referee?
Spk 1: Yeah that's a good idea. Uh We didn't talk about it but it might be some feature maybe in a future version. Yeah.
Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?",,0
1323,4059,109,"As a team manager, I want to be able to assign roles and system privileges to different members on my team, so that I can delegate tasks and save time.","Spk 1: Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities. There are no separation among the various
Spk 2: okay so there is no uh specific departments for IT And finance and so on. There is nothing like this.
Spk 1: you're right there's only within the administration is only one role.",,0
1324,4318,116,"As a team manager, I want to be able to assign roles and system privileges to different members on my team, so that I can delegate tasks and save time.","Spk 1: what else? So eventually should register to the system internet so we can be able to identification. Otherwise it would be just a guest.
Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.",,0
1452,950,25,"As a team manager, I want to manage my team’s finances directly within the system, so that I will not have to do unnecessary work.","Spk 1: Again, for the team, the entire resources of that. It's managed, for example the play the coaches uh statue the budget transaction, everything it can do whatever it likes. It it's open for the team so we can query and many of its own calculation. I'm not expecting that the city will support any kind of queries or allow. But the system will allow the team manager, the team administration to uh look into this data and then reform its analysis offline.
Spk 2: Okay. And the budgeting and the money. Our financial data is available to everybody inside IFA Or the finance department
Spk 1: Just the team. Each team separately.",,1
1453,3577,96,"As a team manager, I want to manage my team’s finances directly within the system, so that I will not have to do unnecessary work.","Spk 2: Okay. Within the portal of the of the system to be
Spk 0: so uh so so this is the uh this I'm sorry I just got flustered. Uh This is the fun side of the players. But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something? No. No. Right.
Spk 1: No. This is the responsibility of the team, administration. The manager. The owner.",,1
1454,395,10,"As a team manager, I want to manage my team’s finances directly within the system, so that I will not have to do unnecessary work.","Spk 0: Okay. Okay. Um Once again if we understand correctly the IFA does not have a central pool of money, each team has their own money and you just regulate and control everything.
Spk 1: Indeed.
Spk 0: Okay. All right. Um and um can you uh give us an idea of the key people's, key people that are involved? For example of course the team manager will be involved. Your  financial people will be involved. So how many people can you say do get access to this whole budgeting system?",,1
1455,1024,27,"As a team manager, I want to manage my team’s finances directly within the system, so that I will not have to do unnecessary work.","Spk 1: Just the team. Each team separately.
Spk 2: Okay.
Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data",,1
1460,210,5,"As a team manager, I want to manage my team’s finances directly within the system, so that I will not have to do unnecessary work.","Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.
Spk 1: Right. The favorite administrative can see the uh diverse transactions.",,0
1585,772,20,"As a team staff member, I want to access statistics about different matches and different players, so that I can strategize better.","Spk 2: Currently do you have any any way to aggregate this data? For example after the season? How many red cards each team got? How many goals each team scored. Do the teams have access to this kind of data through you now?
Spk 1: So everyone is able to see the entire data. Even a guest to the system is able to see the final grain data, which is okay. Everyone can do analysis of what did that whatever it like. one of the the goal of the system is to increase, sorry, transparency. So the idea is that this kind of data is revealed to everyone. Even if you are not registered to the system you should be able to look into such data, not the budget but the data that refer to the game, the results
Spk 2: and you can, you can export or you want to be able to export this data to like journalists or press or whatever. Okay. And this is not available now as far as I understand.",,1
1586,846,22,"As a team staff member, I want to access statistics about different matches and different players, so that I can strategize better.","Spk 2: and you can, you can export or you want to be able to export this data to like journalists or press or whatever. Okay. And this is not available now as far as I understand.
Spk 1: Indeed.
Spk 0: So the referee uh, data from referee is not at all confidential available very easily. Um there's one more reporting questions. So um is there any kind of reports that you receive or want to receive regarding? Say say I am a team manager. And do you want to report from me saying that I have a new player in my team or this player will be leaving my team? So if we played some tournaments, we had these many events and these many losses, something like that.",,0
1588,920,24,"As a team staff member, I want to access statistics about different matches and different players, so that I can strategize better.","Spk 0: So the referee uh, data from referee is not at all confidential available very easily. Um there's one more reporting questions. So um is there any kind of reports that you receive or want to receive regarding? Say say I am a team manager. And do you want to report from me saying that I have a new player in my team or this player will be leaving my team? So if we played some tournaments, we had these many events and these many losses, something like that.
Spk 1: Again, for the team, the entire resources of that. It's managed, for example the play the coaches uh statue the budget transaction, everything it can do whatever it likes. It it's open for the team so we can query and many of its own calculation. I'm not expecting that the city will support any kind of queries or allow. But the system will allow the team manager, the team administration to uh look into this data and then reform its analysis offline.
Spk 2: Okay. And the budgeting and the money. Our financial data is available to everybody inside IFA Or the finance department",,1
1589,1142,30,"As a team staff member, I want to access statistics about different matches and different players, so that I can strategize better.","Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?",,0
1590,2326,62,"As a team staff member, I want to access statistics about different matches and different players, so that I can strategize better.","Spk 1: Indeed. But they also can register to that. Okay, you will follow, you follow its like, register,
Spk 0: Subscribe to the notifications and Yeah, okay, so the fan portal will have say, let's say it will have three different sections. So first section is where the fan can follow the, follow the player or follow the team and get notifications. Second section can be uh the live update section where fans can also see what referees posting from our referee reporting what referees posting. And then also we can include the live score that is going on in the match. And the third section will have the overall tournament scores and the ranking of each team
Spk 1: So for each of the information that you currently mentioned, you can subscribe to it and then get notification. So for example, if it is registered to the game and the game was is already started and uh and then for example there is uh replacement of a player then when the referee is reporting it, you would get a notification. Okay. Okay.",,0
1716,2523,68,"As a team staff member, I want to be able to access the system from a desktop, so that I more easily work together with other staff members.","Spk 1: I would I want to say the same system, but it may have different interfaces. Okay. Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.
Spk 0: Okay, Okay.
Spk 2: Uh We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game. It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.",,0
1717,4299,116,"As a team staff member, I want to be able to access the system from a desktop, so that I more easily work together with other staff members.","Spk 1: what else? So eventually should register to the system internet so we can be able to identification. Otherwise it would be just a guest.
Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.",,0
1718,2449,66,"As a team staff member, I want to be able to access the system from a desktop, so that I more easily work together with other staff members.","Spk 1: No. No. I'll prefer that everything would be in the application of the website. I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application. The referee and the fans will probably have the app uh mobile applications so they can work with more easily.
Spk 0: Okay, so there will be like two separate systems. One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things. I would say
Spk 1: I would I want to say the same system, but it may have different interfaces. Okay. Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.",,1
1719,3189,86,"As a team staff member, I want to be able to access the system from a desktop, so that I more easily work together with other staff members.","Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.
Spk 2: Okay. And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay. Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?",,0
1725,932,25,"As a team staff member, I want to be able to access the system from a desktop, so that I more easily work together with other staff members.","Spk 1: Again, for the team, the entire resources of that. It's managed, for example the play the coaches uh statue the budget transaction, everything it can do whatever it likes. It it's open for the team so we can query and many of its own calculation. I'm not expecting that the city will support any kind of queries or allow. But the system will allow the team manager, the team administration to uh look into this data and then reform its analysis offline.
Spk 2: Okay. And the budgeting and the money. Our financial data is available to everybody inside IFA Or the finance department
Spk 1: Just the team. Each team separately.",,0
1848,133,3,"As an IFA budget auditor, I want to be able to control and audit a team’s budget management within the system, so that I can reduce my workload.","Spk 1: No no no no no no. Okay. So the idea is that each team manage its own budget. The IFA only controls the ballance and monitor it to see that everything is managed properly. The responsibility for managing the budget is on the team, not only IFA.
Spk 0: Sorry, sorry to interrupt.
Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.",,1
1849,207,5,"As an IFA budget auditor, I want to be able to control and audit a team’s budget management within the system, so that I can reduce my workload.","Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.
Spk 1: Right. The favorite administrative can see the uh diverse transactions.",,1
1852,392,10,"As an IFA budget auditor, I want to be able to control and audit a team’s budget management within the system, so that I can reduce my workload.","Spk 0: Okay. Okay. Um Once again if we understand correctly the IFA does not have a central pool of money, each team has their own money and you just regulate and control everything.
Spk 1: Indeed.
Spk 0: Okay. All right. Um and um can you uh give us an idea of the key people's, key people that are involved? For example of course the team manager will be involved. Your  financial people will be involved. So how many people can you say do get access to this whole budgeting system?",,1
1854,4055,109,"As an IFA budget auditor, I want to be able to control and audit a team’s budget management within the system, so that I can reduce my workload.","Spk 1: Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities. There are no separation among the various
Spk 2: okay so there is no uh specific departments for IT And finance and so on. There is nothing like this.
Spk 1: you're right there's only within the administration is only one role.",,0
1855,1021,27,"As an IFA budget auditor, I want to be able to control and audit a team’s budget management within the system, so that I can reduce my workload.","Spk 1: Just the team. Each team separately.
Spk 2: Okay.
Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data",,1
1980,135,3,"As an IFA budget auditor, I want to be able to quickly obtain a system-generated report about a team's budget management, so that I can easily read up on their situation.","Spk 1: No no no no no no. Okay. So the idea is that each team manage its own budget. The IFA only controls the ballance and monitor it to see that everything is managed properly. The responsibility for managing the budget is on the team, not only IFA.
Spk 0: Sorry, sorry to interrupt.
Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.",,1
1981,505,13,"As an IFA budget auditor, I want to be able to quickly obtain a system-generated report about a team's budget management, so that I can easily read up on their situation.","Spk 1: for the budgeting system? I think the IFA administrative and that's all that's all just the IFA And the teams. Okay. Okay. Okay.
Spk 0: Um All right. So fine. Uh I think we have covered the budgeting uh section for now um Now regarding the reports. So it is it is said that you you received reports from various teams and their referees, coaches and referees and everything. So uh say I am a team and I have a referee. So how many reports do you expect? I mean one from the referee. One from the team captain. Or how does it go?
Spk 1: Which reports you're referring to?",,0
1982,912,24,"As an IFA budget auditor, I want to be able to quickly obtain a system-generated report about a team's budget management, so that I can easily read up on their situation.","Spk 0: So the referee uh, data from referee is not at all confidential available very easily. Um there's one more reporting questions. So um is there any kind of reports that you receive or want to receive regarding? Say say I am a team manager. And do you want to report from me saying that I have a new player in my team or this player will be leaving my team? So if we played some tournaments, we had these many events and these many losses, something like that.
Spk 1: Again, for the team, the entire resources of that. It's managed, for example the play the coaches uh statue the budget transaction, everything it can do whatever it likes. It it's open for the team so we can query and many of its own calculation. I'm not expecting that the city will support any kind of queries or allow. But the system will allow the team manager, the team administration to uh look into this data and then reform its analysis offline.
Spk 2: Okay. And the budgeting and the money. Our financial data is available to everybody inside IFA Or the finance department",,0
1985,172,4,"As an IFA budget auditor, I want to be able to quickly obtain a system-generated report about a team's budget management, so that I can easily read up on their situation.","Spk 0: Sorry, sorry to interrupt.
Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.",,1
1986,24,0,"As an IFA budget auditor, I want to be able to quickly obtain a system-generated report about a team's budget management, so that I can easily read up on their situation.","Spk 0: we're doing I'm *** and this is **** we are colleagues and uh we are here for the IFA system and all the requirements that we'll now be discussing with you so that we can deliver a good system to you. Yeah. Um Uh just just can you give us 10 seconds? We just need to start recording because. Okay. Okay. So yes. Now the video and our conversation is getting recorded. All right. So we understand that IFA's new system wants to have some key features. For example, you need a proper budget, budgetting portal, reporting portal, scheduling portal and a fan portal for your consumers, fans, users. So we'll go one by one, uh and we'll ask you some questions regarding each of these key categories and then um maybe you can add whatever we have missed and we'll just round it up nicely. So uh regarding the budget, uh We want to know the basics first. So uh how is the IFA Financed and what are your main expense categories? You would say
Spk 1: Expense category. So the budget consists of income and expenses, of course. Uh And this can be our first kind, it can be an income from uh ticket selling for a specific game. It can be income income due to uh uh selling of a certain player. It can be an income to you to a sale of specific property. So it's such as a small stadium that the team may have. And things like this is the income outcome could be uh for example, salaries for players for the various stakeholders, various players, various roles within the team itself. A b um uh maintenance expenses for the study and things like that. Did that answers your question?
Spk 2: Okay, so the IFA is like an association of different teams and then the budget is consolidated uh through the IFA and then it's distributed to the teams? They're just trying to understand how.",,0
2114,1569,42,"As an IFA employee, I want the scheduling of games to be automated, so that I can relieve some of my workload.","Spk 2: Okay. Okay. And the system to be there would be a manual adjustment. Okay, sure.
Spk 1: Another case that could be, it might be that the yeah. When the system offers scheduling for the games throughout the year, the administration review it and see that there are problems. So we might override the results yet you need to explicate. You need to explain the rationale for the change. Again, you to transparency and bias issues you have to explicate. And then another IFA representative should confirm that change.
Spk 2: All right, okay.",,1
2115,1680,45,"As an IFA employee, I want the scheduling of games to be automated, so that I can relieve some of my workload.","Spk 0: Yeah. So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that. Why do they want to change the existing scheduling?
Spk 1: No there is only one level. The automatic scheduling and override by the IFA representative. Okay. Okay. Okay. Yeah just one level.
Spk 2: Okay. And and this level of the IFA Scheduler is uh you need approval from two of them. A second reviewer. In case of change.",,1
2116,1125,30,"As an IFA employee, I want the scheduling of games to be automated, so that I can relieve some of my workload.","Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?",,1
2119,1939,52,"As an IFA employee, I want the scheduling of games to be automated, so that I can relieve some of my workload.","Spk 0: Yeah. Okay. So you mentioned this in your own uh in the software like this is how you should schedule.
Spk 1: uh policy you have at least uh you have the number of teams multiplied by two days where the next match
Spk 2: And you need to be to be able to define these parameters into the system to be built. Right.",,1
2123,1310,35,"As an IFA employee, I want the scheduling of games to be automated, so that I can relieve some of my workload.","Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.
Spk 2: Okay. And of course now, because it's done manually, we cannot accommodate such requests.
Spk 1: Indeed.",,0
2245,1238,33,"As an IFA employee, I want to automate the allocating of match officials to games, so that I can relieve some of my workload.","Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.
Spk 2: Okay,
Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.",,1
2246,1164,31,"As an IFA employee, I want to automate the allocating of match officials to games, so that I can relieve some of my workload.","Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.
Spk 2: Okay. Okay. And uh and how how would the referees take in this scheduling now? How how does it work now? I mean which referee is is assigned to which game?
Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.",,1
2248,1312,35,"As an IFA employee, I want to automate the allocating of match officials to games, so that I can relieve some of my workload.","Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.
Spk 2: Okay. And of course now, because it's done manually, we cannot accommodate such requests.
Spk 1: Indeed.",,1
2251,3791,102,"As an IFA employee, I want to automate the allocating of match officials to games, so that I can relieve some of my workload.","Spk 1: Maybe the priorities of the uh Okay. I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems. So this should be at the first phase. Okay. The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time. So this is the stages I'm expecting.
Spk 0: Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay. Um there was another line in documentation which said that officials of the IFA should be involved in the system? I have, the officials will have a role to play. Oh,
Spk 2: I don't think uh maybe it's paraphrasing a little. Let's let me find the exact line.",,0
2252,646,17,"As an IFA employee, I want to automate the allocating of match officials to games, so that I can relieve some of my workload.","Spk 1: Okay. So what are currently what is being done in the er in the end the games that the referee probably is writing some kind of report and then you set it over to the IFA. The system, in the system to be Uh I would like them to referee to insert the events that occurred during the game. Real time. So I would expect him to use his mobile phone to record the event in real time. It can be the main referee or the side referee or they can insert and only then can insert event of the of the game. Since we would like to have the other information as reliable as possible. So only the referee can update the event that the country during the game. This can be for example scoring a goal and offside uh red card uh player replacement and things like that. So each event will have its timestamp the event itself and maybe additional information that is required for the specific event.
Spk 2: Okay I'm currently do you have, sorry
Spk 1: Go ahead.",,0
2508,4451,120,"As the IFA administrator, I want to be able to add new leagues to the system, so that I can keep the system up to date.","Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.
Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.",,1
2511,4340,117,"As the IFA administrator, I want to be able to add new leagues to the system, so that I can keep the system up to date.","Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.
Spk 0: Yeah. This is the body of another the base, I mean. Also, do you need scheduling archives like past season scheduling archives?",,0
2513,1084,29,"As the IFA administrator, I want to be able to add new leagues to the system, so that I can keep the system up to date.","Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?
Spk 1: Okay. So currently for each uh league in each season season meaning year, uh, there is a manual scheduling once a year. Okay. It's done manually, uh, maybe without taking into um consideration many constraints. Okay. Uh, so what I would like the system to have, is to have the ability to define policy of how to schedule games. For example, a common policy is that each game, it's uh, a pair of teams they too can sale, once in the in team A stadium and once in team B stadium, this is a common practice. So there was a need to determine the this kind of policy. Maybe we'll like to have a minimal uh, time between matches among the same pair. Uh, maybe it would like to say, uh set the date for uh, the day in the week in which the competition will take place, and many other things that regarding that policy. So this kind of constraints should be taken into account when executing the the scheduling algorithm.",,0
2514,1602,43,"As the IFA administrator, I want to be able to add new leagues to the system, so that I can keep the system up to date.","Spk 1: Another case that could be, it might be that the yeah. When the system offers scheduling for the games throughout the year, the administration review it and see that there are problems. So we might override the results yet you need to explicate. You need to explain the rationale for the change. Again, you to transparency and bias issues you have to explicate. And then another IFA representative should confirm that change.
Spk 2: All right, okay.
Spk 0: Yeah. So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that. Why do they want to change the existing scheduling?",,0
2516,3600,97,"As the IFA administrator, I want to be able to add new leagues to the system, so that I can keep the system up to date.","Spk 0: so uh so so this is the uh this I'm sorry I just got flustered. Uh This is the fun side of the players. But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something? No. No. Right.
Spk 1: No. This is the responsibility of the team, administration. The manager. The owner.
Spk 2: Yeah. Okay. I know we don't have details were in the preliminary phase but any any ideas about the timeline of the implementation, how things will move from the existing system to the new system. From my perspective, I mean as an IT Professional, what am I expecting in the next period if I work for IFA",,0
